CMDLINE pytest pandas/tests/ --skip-slow --skip-db
MEM 0.023438 1580360321.2688
MEM 15.480469 1580360321.3700
MEM 19.964844 1580360321.4711
MEM 27.273438 1580360321.5714
MEM 34.609375 1580360321.6722
MEM 44.972656 1580360321.7738
MEM 53.882812 1580360321.8759
MEM 62.027344 1580360321.9774
MEM 68.121094 1580360322.0777
MEM 80.863281 1580360322.1794
MEM 87.058594 1580360322.2807
MEM 111.570312 1580360322.3838
MEM 125.253906 1580360322.4886
MEM 140.433594 1580360322.5935
MEM 142.886719 1580360322.6981
MEM 143.027344 1580360322.8011
MEM 143.113281 1580360322.9049
MEM 143.226562 1580360323.0069
MEM 143.316406 1580360323.1101
MEM 310.539062 1580360323.2127
MEM 527.574219 1580360323.3165
MEM 530.039062 1580360323.4172
MEM 535.128906 1580360323.5221
MEM 537.093750 1580360323.6236
MEM 544.832031 1580360323.7284
MEM 545.730469 1580360323.8335
MEM 550.945312 1580360323.9388
MEM 556.968750 1580360324.0434
MEM 562.464844 1580360324.1480
MEM 566.332031 1580360324.2510
MEM 570.605469 1580360324.3549
MEM 576.500000 1580360324.4567
MEM 580.085938 1580360324.5612
MEM 581.875000 1580360324.6626
MEM 585.207031 1580360324.7630
MEM 589.562500 1580360324.8677
MEM 593.644531 1580360324.9720
MEM 600.320312 1580360325.0763
MEM 603.687500 1580360325.1793
MEM 606.390625 1580360325.2805
MEM 608.453125 1580360325.3825
MEM 610.644531 1580360325.4865
MEM 612.894531 1580360325.5905
MEM 617.898438 1580360325.6935
MEM 620.269531 1580360325.7959
MEM 622.886719 1580360325.8986
MEM 624.800781 1580360326.0025
MEM 625.425781 1580360326.1046
MEM 627.218750 1580360326.2082
MEM 629.675781 1580360326.3119
MEM 630.582031 1580360326.4126
MEM 632.062500 1580360326.5179
MEM 634.562500 1580360326.6221
MEM 643.531250 1580360326.7227
MEM 644.144531 1580360326.8236
MEM 645.804688 1580360326.9239
MEM 647.671875 1580360327.0243
MEM 649.687500 1580360327.1272
MEM 654.058594 1580360327.2322
MEM 658.625000 1580360327.3355
MEM 661.097656 1580360327.4388
MEM 662.933594 1580360327.5435
MEM 665.320312 1580360327.6464
MEM 667.511719 1580360327.7498
MEM 670.707031 1580360327.8542
MEM 672.878906 1580360327.9593
MEM 675.410156 1580360328.0604
MEM 677.824219 1580360328.1631
MEM 679.542969 1580360328.2674
MEM 681.417969 1580360328.3712
MEM 683.171875 1580360328.4750
MEM 687.027344 1580360328.5783
MEM 689.593750 1580360328.6793
MEM 692.902344 1580360328.7835
MEM 695.109375 1580360328.8886
MEM 697.160156 1580360328.9934
MEM 698.804688 1580360329.0964
MEM 700.027344 1580360329.2002
MEM 700.140625 1580360329.3043
MEM 701.687500 1580360329.4082
MEM 703.816406 1580360329.5116
MEM 706.007812 1580360329.6125
MEM 708.312500 1580360329.7167
MEM 713.621094 1580360329.8212
MEM 719.578125 1580360329.9238
MEM 721.652344 1580360330.0266
MEM 725.437500 1580360330.1272
MEM 729.523438 1580360330.2293
MEM 732.054688 1580360330.3322
MEM 739.949219 1580360330.4330
MEM 741.250000 1580360330.5357
MEM 742.941406 1580360330.6386
MEM 746.464844 1580360330.7434
MEM 751.488281 1580360330.8462
MEM 754.398438 1580360330.9501
MEM 757.789062 1580360331.0548
MEM 758.921875 1580360331.1588
MEM 758.921875 1580360331.2639
MEM 761.406250 1580360331.3666
MEM 764.105469 1580360331.4704
MEM 766.617188 1580360331.5720
MEM 768.019531 1580360331.6725
MEM 768.058594 1580360331.7750
MEM 768.003906 1580360331.8792
MEM 770.277344 1580360331.9803
MEM 773.136719 1580360332.0838
MEM 776.285156 1580360332.1886
MEM 779.320312 1580360332.2936
MEM 783.207031 1580360332.3957
MEM 786.949219 1580360332.5005
MEM 788.500000 1580360332.6045
MEM 790.304688 1580360332.7095
MEM 792.320312 1580360332.8140
MEM 794.617188 1580360332.9184
MEM 796.378906 1580360333.0233
MEM 798.160156 1580360333.1252
MEM 801.210938 1580360333.2295
MEM 803.292969 1580360333.3346
MEM 805.082031 1580360333.4385
MEM 807.109375 1580360333.5435
MEM 807.785156 1580360333.6477
MEM 809.164062 1580360333.7488
MEM 810.363281 1580360333.8501
MEM 810.539062 1580360333.9542
MEM 812.386719 1580360334.0572
MEM 818.812500 1580360334.1594
MEM 820.355469 1580360334.2634
MEM 828.460938 1580360334.3663
MEM 831.707031 1580360334.4674
MEM 833.179688 1580360334.5726
MEM 833.179688 1580360334.6740
MEM 833.179688 1580360334.7769
MEM 833.941406 1580360334.8777
MEM 835.382812 1580360334.9805
MEM 839.019531 1580360335.0847
MEM 845.996094 1580360335.1856
MEM 851.671875 1580360335.2892
MEM 857.914062 1580360335.3935
MEM 859.148438 1580360335.4944
MEM 867.167969 1580360335.5957
MEM 872.656250 1580360335.6962
MEM 878.003906 1580360335.7966
MEM 876.871094 1580360335.8972
MEM 877.492188 1580360335.9999
MEM 878.996094 1580360336.1001
MEM 879.281250 1580360336.2051
MEM 881.738281 1580360336.3058
MEM 883.101562 1580360336.4061
MEM 886.292969 1580360336.5088
MEM 886.507812 1580360336.6124
MEM 886.507812 1580360336.7173
MEM 887.093750 1580360336.8218
MEM 888.726562 1580360336.9240
MEM 891.277344 1580360337.0244
MEM 895.031250 1580360337.1278
MEM 898.730469 1580360337.2290
MEM 902.035156 1580360337.3316
MEM 904.250000 1580360337.4349
MEM 907.128906 1580360337.5385
MEM 908.386719 1580360337.6435
MEM 910.546875 1580360337.7453
MEM 911.410156 1580360337.8503
MEM 912.738281 1580360337.9548
MEM 916.214844 1580360338.0559
MEM 918.609375 1580360338.1611
MEM 921.542969 1580360338.2653
MEM 923.761719 1580360338.3694
MEM 925.328125 1580360338.4722
MEM 926.871094 1580360338.5756
MEM 928.660156 1580360338.6776
MEM 930.894531 1580360338.7814
MEM 933.636719 1580360338.8826
MEM 936.457031 1580360338.9877
MEM 939.238281 1580360339.0903
MEM 940.082031 1580360339.1935
MEM 940.101562 1580360339.2956
MEM 940.363281 1580360339.4006
MEM 942.796875 1580360339.5050
MEM 945.332031 1580360339.6076
MEM 945.898438 1580360339.7082
MEM 947.699219 1580360339.8127
MEM 949.738281 1580360339.9159
MEM 951.441406 1580360340.0201
MEM 951.605469 1580360340.1238
MEM 951.722656 1580360340.2285
MEM 954.398438 1580360340.3288
MEM 956.476562 1580360340.4293
MEM 957.976562 1580360340.5306
MEM 960.609375 1580360340.6315
MEM 962.035156 1580360340.7322
MEM 964.281250 1580360340.8363
MEM 967.449219 1580360340.9390
MEM 971.722656 1580360341.0435
MEM 975.335938 1580360341.1471
MEM 975.335938 1580360341.2473
MEM 975.335938 1580360341.3506
MEM 975.335938 1580360341.4558
MEM 976.167969 1580360341.5572
MEM 983.589844 1580360341.6614
MEM 984.472656 1580360341.7623
MEM 985.671875 1580360341.8627
MEM 988.308594 1580360341.9630
MEM 990.636719 1580360342.0681
MEM 992.863281 1580360342.1691
MEM 996.281250 1580360342.2712
MEM 998.320312 1580360342.3759
MEM 999.125000 1580360342.4766
MEM 1000.980469 1580360342.5770
MEM 1002.738281 1580360342.6788
MEM 1004.402344 1580360342.7793
MEM 1004.402344 1580360342.8796
MEM 1004.402344 1580360342.9843
MEM 1004.402344 1580360343.0845
MEM 1004.527344 1580360343.1874
MEM 1007.347656 1580360343.2910
MEM 1009.910156 1580360343.3922
MEM 1013.750000 1580360343.4936
MEM 1016.292969 1580360343.5947
MEM 1020.109375 1580360343.6998
MEM 1022.476562 1580360343.8006
MEM 1026.062500 1580360343.9042
MEM 1028.472656 1580360344.0083
MEM 1030.867188 1580360344.1086
MEM 1026.355469 1580360344.2093
MEM 1024.632812 1580360344.3122
MEM 1021.515625 1580360344.4126
MEM 1005.632812 1580360344.5128
MEM 1003.164062 1580360344.6162
MEM 1003.238281 1580360344.7190
MEM 1003.281250 1580360344.8211
MEM 1003.371094 1580360344.9259
MEM 1017.527344 1580360345.0304
MEM 1017.558594 1580360345.1324
MEM 1023.500000 1580360345.2331
MEM 1024.042969 1580360345.3382
MEM 1019.656250 1580360345.4388
MEM 1019.683594 1580360345.5436
MEM 1017.187500 1580360345.6439
MEM 1017.187500 1580360345.7466
MEM 1017.187500 1580360345.8489
MEM 1017.187500 1580360345.9513
MEM 1017.187500 1580360346.0555
MEM 1017.187500 1580360346.1578
MEM 1017.187500 1580360346.2580
MEM 1017.187500 1580360346.3618
MEM 1017.187500 1580360346.4621
MEM 1017.187500 1580360346.5649
MEM 1017.187500 1580360346.6687
MEM 1017.257812 1580360346.7710
MEM 1018.773438 1580360346.8747
MEM 1024.203125 1580360346.9788
MEM 1025.292969 1580360347.0829
MEM 1025.652344 1580360347.1869
MEM 1025.652344 1580360347.2904
MEM 1026.878906 1580360347.3936
MEM 1026.882812 1580360347.4983
MEM 1026.890625 1580360347.5988
MEM 1008.578125 1580360347.7005
MEM 1008.582031 1580360347.8043
MEM 1008.582031 1580360347.9083
MEM 1009.078125 1580360348.0085
MEM 1010.617188 1580360348.1093
MEM 1012.726562 1580360348.2102
MEM 1018.777344 1580360348.3130
MEM 1019.972656 1580360348.4140
MEM 1018.648438 1580360348.5161
MEM 1018.230469 1580360348.6171
MEM 1019.609375 1580360348.7201
MEM 1020.328125 1580360348.8234
MEM 1020.570312 1580360348.9237
MEM 1021.707031 1580360349.0258
MEM 1021.308594 1580360349.1283
MEM 1024.433594 1580360349.2315
MEM 1027.421875 1580360349.3359
MEM 1030.296875 1580360349.4374
MEM 1032.457031 1580360349.5388
MEM 1034.234375 1580360349.6436
MEM 1042.886719 1580360349.7442
MEM 1051.441406 1580360349.8454
MEM 1051.761719 1580360349.9457
MEM 1051.777344 1580360350.0484
MEM 1051.789062 1580360350.1522
MEM 1051.949219 1580360350.2540
MEM 1052.031250 1580360350.3570
MEM 1052.203125 1580360350.4606
MEM 1052.351562 1580360350.5625
MEM 1052.414062 1580360350.6651
MEM 1052.679688 1580360350.7670
MEM 1052.875000 1580360350.8710
MEM 1052.988281 1580360350.9722
MEM 1053.031250 1580360351.0728
MEM 1053.093750 1580360351.1762
MEM 1053.164062 1580360351.2814
MEM 1053.269531 1580360351.3841
MEM 1053.417969 1580360351.4881
MEM 1053.585938 1580360351.5898
MEM 1053.585938 1580360351.6937
MEM 1053.625000 1580360351.7950
MEM 1053.644531 1580360351.8969
MEM 1053.824219 1580360351.9971
MEM 1053.917969 1580360352.0974
MEM 1062.433594 1580360352.2023
MEM 1062.437500 1580360352.3057
MEM 1062.433594 1580360352.4086
MEM 1062.433594 1580360352.5120
MEM 1062.441406 1580360352.6145
MEM 1062.449219 1580360352.7167
MEM 1062.453125 1580360352.8211
MEM 1062.457031 1580360352.9261
MEM 1062.480469 1580360353.0305
MEM 1062.652344 1580360353.1343
MEM 1062.722656 1580360353.2379
MEM 1062.937500 1580360353.3421
MEM 1063.210938 1580360353.4448
MEM 1063.398438 1580360353.5483
MEM 1063.617188 1580360353.6530
MEM 1063.785156 1580360353.7557
MEM 1063.992188 1580360353.8607
MEM 1064.199219 1580360353.9644
MEM 1064.406250 1580360354.0689
MEM 1064.613281 1580360354.1723
